/* DATA DESCRIPTION:
Citation:	Hammer, C U; Dahl-Jensen, Dorthe (1999): GRIP Accumulation Rates [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55084
Related to:	Dahl-Jensen, Dorthe; Johnsen, Sigfús Jóhann; Hammer, C U; Clausen, Henrik Brink; Jouzel, Jean (1993): Past accumulation rates derived from observed annual layers in the GRIP ice core from Summit, central Greenland. In: Peltier, W R (ed.), Ice in the Climate System,Springer-Verlag, Berlin-Heidelberg, Germany, 517-532
	GRIP/GISP (1997): The Greenland Summit Ice Cores CD-ROM GISP2/GRIP. National Snow and Ice Data Center, University of Colorado at Boulder, and World Data Center for Paleoclimatology, National Geophysical Data Center, Boulder Colorado, CD-ROM, https://store.pangaea.de/Projects/GRIP-GISP/grip-gisp.iso
	Hammer, C U; Andersen, Katrine K; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Hvidberg, Christine Schøtt; Iversen, P (1997): The stratigraphic dating of the GRIP ice core. Special Report of the Geophysical Department, Niels Bohr Institute for Astronomy physics and Geophysics, University of Copenhagen
	Johnsen, Sigfús Jóhann; Dahl-Jensen, Dorthe; Dansgaard, W; Gundestrup, Niels S (1995): Greenland palaeotemperatures derived from GRIP bore hole temperature and ice core isotope profiles. Tellus Series B-Chemical and Physical Meteorology, 47(5), 624-629, https://doi.org/10.1034/j.1600-0889.47.issue5.9.x
Project(s):	Greenland Ice Core Projects (GRIP/GISP/NGRIP) (URI: https://en.wikipedia.org/wiki/Greenland_ice_core_project)
Coverage:	LATITUDE: 72.570000 * LONGITUDE: -37.620000
	DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 2983.20 m
Event(s):	GRIP * LATITUDE: 72.570000 * LONGITUDE: -37.620000 * DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00 * ELEVATION: 3232.0 m * Penetration: 3028.8 m * Recovery: 3028.8 m * LOCATION: Greenland * CAMPAIGN: GRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: ISTUK electromechanical drill (ISTUK) (URI: https://icedrill.org/library/new-improved-version-istuk-ice-core-drill)
Comment:	Depth at the top of the sample
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Accumulation rate per year [g/cm**2/a] (Acc rate) * PI: Dahl-Jensen, Dorthe (https://orcid.org/0000-0002-1474-1948, qbk693@ku.dk) * METHOD/DEVICE: Calculated * COMMENT: based on d18O
	Layer thickness [m] (Thickness) * PI: Dahl-Jensen, Dorthe (https://orcid.org/0000-0002-1474-1948, qbk693@ku.dk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10850 data points
*/
Depth ice/snow [m]	Age [ka BP]	Acc rate [g/cm**2/a]	Thickness [m]
1453.65	9.33770	0.250	0.09770
1454.20	9.34330	0.244	0.09570
1454.75	9.34910	0.249	0.09750
1455.30	9.35470	0.244	0.09550
1455.85	9.36050	0.244	0.09550
1456.40	9.36620	0.218	0.08510
1456.95	9.37270	0.247	0.09650
1457.50	9.37840	0.243	0.09480
1458.05	9.38420	0.260	0.10118
1458.60	9.38960	0.237	0.09240
1459.15	9.39560	0.239	0.09300
1459.70	9.40150	0.237	0.09220
1460.25	9.40750	0.237	0.09230
1460.80	9.41340	0.232	0.09020
1461.35	9.41950	0.248	0.09650
1461.90	9.42520	0.232	0.09020
1462.45	9.43130	0.227	0.08790
1463.00	9.43760	0.209	0.08120
1463.55	9.44430	0.231	0.08930
1464.10	9.45050	0.237	0.09180
1464.65	9.45650	0.248	0.09600
1465.20	9.46220	0.242	0.09370
1465.75	9.46810	0.231	0.08930
1466.30	9.47420	0.253	0.09760
1466.85	9.47990	0.242	0.09350
1467.40	9.48580	0.241	0.09290
1467.95	9.49170	0.238	0.09170
1468.50	9.49770	0.234	0.09020
1469.05	9.50380	0.244	0.09420
1469.60	9.50960	0.229	0.08820
1470.15	9.51580	0.241	0.09270
1470.70	9.52180	0.237	0.09100
1471.25	9.52780	0.237	0.09090
1471.80	9.53390	0.237	0.09080
1472.35	9.53990	0.224	0.08590
1472.90	9.54630	0.236	0.09040
1473.45	9.55240	0.251	0.09630
1474.00	9.55810	0.254	0.09740
1474.55	9.56380	0.255	0.09770
1475.10	9.56940	0.252	0.09620
1475.65	9.57510	0.238	0.09100
1476.20	9.58110	0.232	0.08860
1476.75	9.58730	0.226	0.08640
1477.30	9.59370	0.248	0.09470
1477.85	9.59950	0.243	0.09260
1478.40	9.60550	0.234	0.08900
1478.95	9.61160	0.242	0.09210
1479.50	9.61760	0.236	0.08980
1480.05	9.62370	0.239	0.09080
1480.60	9.62980	0.234	0.08900
1481.15	9.63590	0.239	0.09100
1481.70	9.64200	0.231	0.08780
1482.25	9.64830	0.247	0.09390
1482.80	9.65410	0.220	0.08340
1483.35	9.66070	0.235	0.08900
1483.90	9.66690	0.225	0.08530
1484.45	9.67330	0.239	0.09040
1485.00	9.67940	0.228	0.08610
1485.55	9.68580	0.245	0.09270
1486.10	9.69170	0.254	0.09610
1486.65	9.69740	0.241	0.09080
1487.20	9.70350	0.240	0.09040
1487.75	9.70960	0.237	0.08940
1488.30	9.71570	0.233	0.08790
1488.85	9.72200	0.232	0.08740
1489.40	9.72830	0.237	0.08920
1489.95	9.73440	0.254	0.09570
1490.50	9.74020	0.238	0.08950
1491.05	9.74630	0.237	0.08920
1491.60	9.75250	0.246	0.09230
1492.15	9.75840	0.247	0.09250
1492.70	9.76440	0.238	0.08910
1493.25	9.77060	0.233	0.08740
1493.80	9.77690	0.241	0.09040
1494.35	9.78290	0.243	0.09110
1494.90	9.78900	0.239	0.08930
1495.45	9.79510	0.214	0.08000
1496.00	9.80200	0.220	0.08220
1496.55	9.80870	0.238	0.08890
1497.10	9.81490	0.241	0.08990
1497.65	9.82100	0.248	0.09270
1498.20	9.82690	0.249	0.09300
1498.75	9.83280	0.244	0.09110
1499.30	9.83890	0.231	0.08580
1499.85	9.84530	0.231	0.08600
1500.40	9.85170	0.235	0.08740
1500.95	9.85800	0.250	0.09290
1501.50	9.86390	0.233	0.08660
1502.05	9.87020	0.245	0.09100
1502.60	9.87630	0.233	0.08660
1503.15	9.88260	0.238	0.08810
1503.70	9.88890	0.234	0.08670
1504.25	9.89520	0.225	0.08350
1504.80	9.90180	0.208	0.07690
1505.35	9.90900	0.247	0.09110
1505.90	9.91500	0.225	0.08320
1506.45	9.92160	0.217	0.08020
1507.00	9.92850	0.237	0.08730
1507.55	9.93480	0.227	0.08360
1508.10	9.94130	0.218	0.08020
1508.65	9.94820	0.232	0.08540
1509.20	9.95460	0.217	0.07970
1509.75	9.96200	0.235	0.08640
1510.30	9.96800	0.234	0.08620
1510.85	9.97400	0.243	0.08920
1511.40	9.98000	0.231	0.08470
1511.95	9.98700	0.230	0.08440
1512.50	9.99300	0.228	0.08340
1513.05	10.00000	0.214	0.07840
1513.60	10.00700	0.234	0.08570
1514.15	10.01400	0.238	0.08720
1514.70	10.02000	0.232	0.08500
1515.25	10.02600	0.247	0.09040
1515.80	10.03200	0.221	0.08090
1516.35	10.03900	0.241	0.08800
1516.90	10.04500	0.233	0.08510
1517.45	10.05200	0.221	0.08040
1518.00	10.05900	0.227	0.08260
1518.55	10.06500	0.241	0.08770
1519.10	10.07200	0.220	0.08000
1519.65	10.07900	0.221	0.08040
1520.20	10.08500	0.221	0.08040
1520.75	10.09200	0.222	0.08060
1521.30	10.09900	0.229	0.08310
1521.85	10.10600	0.223	0.08080
1522.40	10.11200	0.215	0.07800
1522.95	10.12000	0.214	0.07750
1523.50	10.12700	0.214	0.07750
1524.05	10.13400	0.233	0.08410
1524.60	10.14000	0.215	0.07750
1525.15	10.14700	0.228	0.08220
1525.70	10.15400	0.224	0.08080
1526.25	10.16100	0.225	0.08110
1526.80	10.16800	0.232	0.08380
1527.35	10.17400	0.225	0.08100
1527.90	10.18100	0.217	0.07830
1528.45	10.18800	0.211	0.07610
1529.00	10.19500	0.238	0.08560
1529.55	10.20200	0.242	0.08690
1530.10	10.20800	0.231	0.08300
1530.65	10.21500	0.208	0.07480
1531.20	10.22200	0.211	0.07570
1531.75	10.22900	0.194	0.06970
1532.30	10.23700	0.213	0.07620
1532.85	10.24400	0.209	0.07480
1533.40	10.25200	0.206	0.07360
1533.95	10.25900	0.218	0.07810
1534.50	10.26600	0.228	0.08130
1535.05	10.27300	0.227	0.08110
1535.60	10.28000	0.234	0.08360
1536.15	10.28600	0.228	0.08140
1536.70	10.29300	0.223	0.07960
1537.25	10.30000	0.234	0.08330
1537.80	10.30700	0.219	0.07790
1538.35	10.31400	0.241	0.08570
1538.90	10.32000	0.232	0.08250
1539.45	10.32700	0.223	0.07930
1540.00	10.33400	0.242	0.08580
1540.55	10.34000	0.203	0.07220
1541.10	10.34800	0.228	0.08090
1541.65	10.35400	0.229	0.08110
1542.20	10.36100	0.202	0.07160
1542.75	10.36900	0.228	0.08070
1543.30	10.37600	0.207	0.07320
1543.85	10.38300	0.231	0.08170
1544.40	10.39000	0.220	0.07780
1544.95	10.39700	0.223	0.07880
1545.50	10.40400	0.189	0.06660
1546.05	10.41200	0.218	0.07670
1546.60	10.41900	0.216	0.07600
1547.15	10.42700	0.206	0.07240
1547.70	10.43400	0.229	0.08060
1548.25	10.44100	0.219	0.07700
1548.80	10.44800	0.237	0.08340
1549.35	10.45500	0.224	0.07860
1549.90	10.46200	0.221	0.07750
1550.45	10.46900	0.223	0.07810
1551.00	10.47600	0.223	0.07800
1551.55	10.48300	0.206	0.07210
1552.10	10.49100	0.215	0.07510
1552.65	10.49800	0.223	0.07800
1553.20	10.50500	0.218	0.07630
1553.75	10.51200	0.220	0.07700
1554.30	10.51900	0.203	0.07070
1554.85	10.52700	0.208	0.07260
1555.40	10.53500	0.226	0.07860
1555.95	10.54200	0.243	0.08470
1556.50	10.54800	0.192	0.06690
1557.05	10.55600	0.219	0.07620
1557.60	10.56400	0.204	0.07090
1558.15	10.57100	0.212	0.07370
1558.70	10.57900	0.201	0.06980
1559.25	10.58700	0.221	0.07670
1559.80	10.59400	0.208	0.07220
1560.35	10.60200	0.222	0.07680
1560.90	10.60900	0.224	0.07760
1561.45	10.61600	0.229	0.07930
1562.00	10.62300	0.207	0.07150
1562.55	10.63000	0.199	0.06880
1563.10	10.63800	0.215	0.07430
1563.65	10.64600	0.217	0.07500
1564.20	10.65300	0.198	0.06840
1564.75	10.66100	0.229	0.07910
1565.30	10.66800	0.188	0.06480
1565.85	10.67700	0.173	0.05950
1566.40	10.68600	0.213	0.07310
1566.95	10.69300	0.197	0.06790
1567.50	10.70100	0.203	0.06960
1568.05	10.70900	0.205	0.07030
1568.60	10.71700	0.207	0.07100
1569.15	10.72500	0.189	0.06480
1569.70	10.73300	0.208	0.07110
1570.25	10.74100	0.215	0.07370
1570.80	10.74900	0.215	0.07340
1571.35	10.75600	0.201	0.06890
1571.90	10.76400	0.193	0.06590
1572.45	10.77200	0.215	0.07330
1573.00	10.78000	0.202	0.06900
1573.55	10.78800	0.203	0.06910
1574.10	10.79600	0.193	0.06580
1574.65	10.80400	0.207	0.07050
1575.20	10.81200	0.202	0.06870
1575.75	10.82000	0.203	0.06900
1576.30	10.82800	0.183	0.06220
1576.85	10.83700	0.223	0.07570
1577.40	10.84400	0.222	0.07540
1577.95	10.85100	0.215	0.07300
1578.50	10.85900	0.198	0.06720
1579.05	10.86700	0.210	0.07110
1579.60	10.87500	0.220	0.07450
1580.15	10.88200	0.197	0.06680
1580.70	10.89000	0.219	0.07400
1581.25	10.89800	0.199	0.06720
1581.80	10.90600	0.208	0.07010
1582.35	10.91400	0.216	0.07300
1582.90	10.92100	0.205	0.06920
1583.45	10.92900	0.176	0.05910
1584.00	10.93900	0.196	0.06600
1584.55	10.94700	0.192	0.06470
1585.10	10.95500	0.188	0.06310
1585.65	10.96400	0.210	0.07050
1586.20	10.97200	0.199	0.06670
1586.75	10.98000	0.215	0.07200
1587.30	10.98800	0.191	0.06390
1587.85	10.99600	0.190	0.06370
1588.40	11.00500	0.171	0.05720
1588.95	11.01500	0.213	0.07120
1589.50	11.02200	0.190	0.06360
1590.05	11.03100	0.202	0.06750
1590.60	11.03900	0.200	0.06680
1591.15	11.04700	0.181	0.06040
1591.70	11.05700	0.203	0.06760
1592.25	11.06500	0.205	0.06830
1592.80	11.07300	0.210	0.07010
1593.35	11.08100	0.172	0.05720
1593.90	11.09000	0.191	0.06370
1594.45	11.09900	0.209	0.06930
1595.00	11.10700	0.197	0.06540
1595.55	11.11500	0.211	0.07000
1596.10	11.12300	0.209	0.06950
1596.65	11.13100	0.230	0.07630
1597.20	11.13800	0.219	0.07260
1597.75	11.14600	0.188	0.06230
1598.30	11.15500	0.217	0.07160
1598.85	11.16200	0.213	0.07030
1599.40	11.17000	0.169	0.05600
1599.95	11.18000	0.203	0.06720
1600.50	11.18800	0.195	0.06440
1601.05	11.19700	0.202	0.06670
1601.60	11.20500	0.179	0.05910
1602.15	11.21400	0.188	0.06200
1602.70	11.22300	0.206	0.06790
1603.25	11.23100	0.172	0.05660
1603.80	11.24100	0.186	0.06100
1604.35	11.25000	0.181	0.05940
1604.90	11.25900	0.159	0.05220
1605.45	11.27000	0.161	0.05290
1606.00	11.28000	0.168	0.05520
1606.55	11.29000	0.201	0.06580
1607.10	11.29800	0.158	0.05160
1607.65	11.30900	0.174	0.05690
1608.20	11.31900	0.189	0.06180
1608.75	11.32800	0.171	0.05590
1609.30	11.33700	0.170	0.05540
1609.85	11.34700	0.203	0.06610
1610.40	11.35600	0.193	0.06280
1610.95	11.36400	0.196	0.06390
1611.50	11.37300	0.206	0.06720
1612.05	11.38100	0.175	0.05700
1612.60	11.39100	0.180	0.05860
1613.15	11.40000	0.189	0.06130
1613.70	11.40900	0.224	0.07270
1614.25	11.41700	0.216	0.07000
1614.80	11.42500	0.207	0.06700
1615.35	11.43300	0.206	0.06690
1615.90	11.44100	0.181	0.05870
1616.45	11.45000	0.218	0.07050
1617.00	11.45800	0.192	0.06210
1617.55	11.46700	0.196	0.06340
1618.10	11.47600	0.207	0.06670
1618.65	11.48400	0.182	0.05860
1619.20	11.49300	0.210	0.06760
1619.75	11.50200	0.211	0.06810
1620.30	11.51000	0.155	0.04990
1620.85	11.52100	0.219	0.07050
1621.40	11.52800	0.197	0.06350
1621.95	11.53700	0.176	0.05650
1622.50	11.54700	0.173	0.05550
1623.05	11.55700	0.151	0.04860
1623.60	11.56800	0.154	0.04930
1624.15	11.57900	0.105	0.03380
1624.70	11.59600	0.106	0.03400
1625.25	11.61200	0.135	0.04330
1625.80	11.62400	0.144	0.04590
1626.35	11.63600	0.125	0.04000
1626.90	11.65000	0.111	0.03540
1627.45	11.66600	0.078	0.02500
1628.00	11.68800	0.148	0.04710
1628.55	11.69900	0.117	0.03730
1629.10	11.71400	0.085	0.02720
1629.65	11.73400	0.144	0.04590
1630.20	11.74600	0.103	0.03280
1630.75	11.76300	0.088	0.02800
1631.30	11.78300	0.107	0.03390
1631.85	11.79900	0.126	0.04000
1632.40	11.81200	0.110	0.03490
1632.95	11.82800	0.134	0.04260
1633.50	11.84100	0.136	0.04300
1634.05	11.85400	0.100	0.03170
1634.60	11.87100	0.121	0.03840
1635.15	11.88600	0.116	0.03670
1635.70	11.90100	0.120	0.03790
1636.25	11.91500	0.124	0.03900
1636.80	11.92900	0.127	0.04010
1637.35	11.94300	0.122	0.03830
1637.90	11.95700	0.111	0.03500
1638.45	11.97300	0.098	0.03070
1639.00	11.99100	0.126	0.03950
1639.55	12.00500	0.100	0.03140
1640.10	12.02200	0.126	0.03960
1640.65	12.03600	0.107	0.03350
1641.20	12.05200	0.092	0.02890
1641.75	12.07200	0.164	0.05130
1642.30	12.08200	0.096	0.02990
1642.85	12.10100	0.099	0.03100
1643.40	12.11800	0.106	0.03310
1643.95	12.13500	0.136	0.04250
1644.50	12.14800	0.087	0.02710
1645.05	12.16800	0.122	0.03800
1645.60	12.18300	0.094	0.02930
1646.15	12.20100	0.100	0.03100
1646.70	12.21900	0.147	0.04580
1647.25	12.23100	0.118	0.03660
1647.80	12.24600	0.099	0.03090
1648.35	12.26400	0.102	0.03180
1648.90	12.28100	0.137	0.04250
1649.45	12.29400	0.108	0.03360
1650.00	12.31100	0.113	0.03500
1650.55	12.32600	0.109	0.03380
1651.10	12.34200	0.090	0.02800
1651.65	12.36200	0.092	0.02840
1652.20	12.38200	0.096	0.02980
1652.75	12.40000	0.086	0.02650
1653.30	12.42100	0.125	0.03860
1653.85	12.43500	0.085	0.02630
1654.40	12.45600	0.088	0.02730
1654.95	12.47600	0.106	0.03280
1655.50	12.49300	0.092	0.02820
1656.05	12.51200	0.084	0.02580
1656.60	12.53400	0.077	0.02380
1657.15	12.55700	0.078	0.02410
1657.70	12.58000	0.096	0.02940
1658.25	12.59800	0.125	0.03820
1658.80	12.61300	0.094	0.02880
1659.35	12.63200	0.136	0.04170
1659.90	12.64500	0.139	0.04250
1660.45	12.65800	0.130	0.03980
1661.00	12.67200	0.156	0.04760
1661.55	12.68300	0.137	0.04200
1662.10	12.69600	0.143	0.04370
1662.65	12.70900	0.191	0.05830
1663.20	12.71800	0.159	0.04860
1663.75	12.73000	0.178	0.05420
1664.30	12.74000	0.146	0.04440
1664.85	12.75200	0.153	0.04640
1665.40	12.76400	0.183	0.05560
1665.95	12.77400	0.174	0.05280
1666.50	12.78400	0.172	0.05230
1667.05	12.79500	0.150	0.04560
1667.60	12.80700	0.149	0.04510
1668.15	12.81900	0.132	0.04000
1668.70	12.83300	0.175	0.05310
1669.25	12.84300	0.164	0.04980
1669.80	12.85400	0.137	0.04150
1670.35	12.86800	0.158	0.04760
1670.90	12.87900	0.129	0.03910
1671.45	12.89300	0.140	0.04240
1672.00	12.90600	0.135	0.04070
1672.55	12.92000	0.122	0.03670
1673.10	12.93500	0.106	0.03190
1673.65	12.95200	0.129	0.03880
1674.20	12.96600	0.150	0.04500
1674.75	12.97800	0.104	0.03130
1675.30	12.99600	0.131	0.03920
1675.85	13.01000	0.112	0.03360
1676.40	13.02600	0.140	0.04210
1676.95	13.03900	0.143	0.04280
1677.50	13.05200	0.143	0.04270
1678.05	13.06500	0.132	0.03930
1678.60	13.07900	0.140	0.04190
1679.15	13.09200	0.167	0.05000
1679.70	13.10300	0.155	0.04620
1680.25	13.11500	0.122	0.03630
1680.80	13.13000	0.158	0.04710
1681.35	13.14200	0.166	0.04940
1681.90	13.15300	0.184	0.05470
1682.45	13.16300	0.185	0.05490
1683.00	13.17300	0.159	0.04720
1683.55	13.18500	0.166	0.04930
1684.10	13.19600	0.174	0.05170
1684.65	13.20600	0.176	0.05230
1685.20	13.21700	0.175	0.05190
1685.75	13.22800	0.153	0.04520
1686.30	13.24000	0.200	0.05910
1686.85	13.24900	0.177	0.05240
1687.40	13.26000	0.181	0.05360
1687.95	13.27000	0.157	0.04620
1688.50	13.28200	0.177	0.05230
1689.05	13.29200	0.164	0.04830
1689.60	13.30400	0.179	0.05280
1690.15	13.31400	0.191	0.05610
1690.70	13.32400	0.215	0.06320
1691.25	13.33300	0.210	0.06170
1691.80	13.34100	0.175	0.05140
1692.35	13.35200	0.188	0.05510
1692.90	13.36200	0.185	0.05420
1693.45	13.37200	0.174	0.05110
1694.00	13.38300	0.185	0.05430
1694.55	13.39300	0.184	0.05380
1695.10	13.40300	0.154	0.04520
1695.65	13.41600	0.137	0.04010
1696.20	13.42900	0.146	0.04250
1696.75	13.44200	0.178	0.05200
1697.30	13.45300	0.179	0.05240
1697.85	13.46300	0.170	0.04970
1698.40	13.47400	0.185	0.05390
1698.95	13.48500	0.183	0.05340
1699.50	13.49500	0.194	0.05640
1700.05	13.50500	0.169	0.04920
1700.60	13.51600	0.177	0.05130
1701.15	13.52600	0.179	0.05200
1701.70	13.53700	0.207	0.06010
1702.25	13.54600	0.192	0.05560
1702.80	13.55600	0.180	0.05220
1703.35	13.56700	0.182	0.05270
1703.90	13.57700	0.169	0.04900
1704.45	13.58800	0.189	0.05470
1705.00	13.59800	0.166	0.04780
1705.55	13.61000	0.176	0.05070
1706.10	13.62100	0.188	0.05430
1706.65	13.63100	0.169	0.04870
1707.20	13.64200	0.171	0.04920
1707.75	13.65300	0.168	0.04840
1708.30	13.66500	0.203	0.05830
1708.85	13.67400	0.185	0.05300
1709.40	13.68400	0.170	0.04890
1709.95	13.69600	0.164	0.04720
1710.50	13.70700	0.197	0.05640
1711.05	13.71700	0.191	0.05460
1711.60	13.72700	0.185	0.05300
1712.15	13.73700	0.199	0.05700
1712.70	13.74700	0.200	0.05730
1713.25	13.75700	0.171	0.04890
1713.80	13.76800	0.161	0.04600
1714.35	13.78000	0.185	0.05280
1714.90	13.79000	0.140	0.03980
1715.45	13.80400	0.145	0.04130
1716.00	13.81700	0.119	0.03390
1716.55	13.83400	0.141	0.04000
1717.10	13.84700	0.138	0.03910
1717.65	13.86100	0.143	0.04070
1718.20	13.87500	0.153	0.04360
1718.75	13.88800	0.197	0.05590
1719.30	13.89700	0.188	0.05340
1719.85	13.90800	0.182	0.05160
1720.40	13.91800	0.195	0.05510
1720.95	13.92800	0.204	0.05760
1721.50	13.93800	0.153	0.04320
1722.05	13.95100	0.205	0.05780
1722.60	13.96000	0.166	0.04670
1723.15	13.97200	0.172	0.04850
1723.70	13.98300	0.198	0.05580
1724.25	13.99300	0.185	0.05200
1724.80	14.00400	0.198	0.05580
1725.35	14.01300	0.198	0.05580
1725.90	14.02300	0.174	0.04900
1726.45	14.03500	0.195	0.05490
1727.00	14.04500	0.204	0.05720
1727.55	14.05400	0.208	0.05820
1728.10	14.06400	0.209	0.05860
1728.65	14.07300	0.197	0.05530
1729.20	14.08300	0.222	0.06220
1729.75	14.09200	0.200	0.05590
1730.30	14.10200	0.234	0.06540
1730.85	14.11000	0.203	0.05670
1731.40	14.12000	0.237	0.06610
1731.95	14.12800	0.225	0.06280
1732.50	14.13700	0.223	0.06200
1733.05	14.14600	0.220	0.06130
1733.60	14.15500	0.193	0.05380
1734.15	14.16500	0.216	0.06000
1734.70	14.17400	0.196	0.05440
1735.25	14.18400	0.215	0.05950
1735.80	14.19300	0.229	0.06340
1736.35	14.20200	0.220	0.06090
1736.90	14.21100	0.190	0.05250
1737.45	14.22200	0.215	0.05940
1738.00	14.23100	0.218	0.06040
1738.55	14.24000	0.223	0.06160
1739.10	14.24900	0.224	0.06190
1739.65	14.25800	0.209	0.05760
1740.20	14.26700	0.208	0.05720
1740.75	14.27700	0.211	0.05800
1741.30	14.28600	0.248	0.06820
1741.85	14.29400	0.227	0.06240
1742.40	14.30300	0.247	0.06790
1742.95	14.31100	0.226	0.06200
1743.50	14.32000	0.215	0.05880
1744.05	14.33000	0.236	0.06460
1744.60	14.33800	0.223	0.06120
1745.15	14.34700	0.229	0.06270
1745.70	14.35600	0.238	0.06500
1746.25	14.36400	0.225	0.06150
1746.80	14.37300	0.202	0.05520
1747.35	14.38300	0.245	0.06680
1747.90	14.39100	0.225	0.06130
1748.45	14.40000	0.220	0.05990
1749.00	14.41000	0.202	0.05500
1749.55	14.42000	0.214	0.05820
1750.10	14.42900	0.182	0.04940
1750.65	14.44000	0.219	0.05940
1751.20	14.44900	0.211	0.05730
1751.75	14.45900	0.190	0.05150
1752.30	14.47000	0.182	0.04940
1752.85	14.48100	0.167	0.04530
1753.40	14.49300	0.144	0.03900
1753.95	14.50700	0.161	0.04340
1754.50	14.52000	0.113	0.03050
1755.05	14.53800	0.111	0.02990
1755.60	14.55600	0.116	0.03140
1756.15	14.57400	0.144	0.03890
1756.70	14.58800	0.160	0.04320
1757.25	14.60100	0.128	0.03440
1757.80	14.61700	0.154	0.04150
1758.35	14.63000	0.140	0.03760
1758.90	14.64400	0.132	0.03550
1759.45	14.66000	0.089	0.02380
1760.00	14.68300	0.135	0.03630
1760.55	14.69800	0.146	0.03920
1761.10	14.71200	0.129	0.03450
1761.65	14.72800	0.160	0.04270
1762.20	14.74100	0.149	0.03980
1762.75	14.75500	0.114	0.03060
1763.30	14.77300	0.137	0.03650
1763.85	14.78800	0.132	0.03520
1764.40	14.80300	0.110	0.02940
1764.95	14.82200	0.130	0.03460
1765.50	14.83800	0.143	0.03810
1766.05	14.85200	0.116	0.03100
1766.60	14.87000	0.136	0.03620
1767.15	14.88500	0.146	0.03870
1767.70	14.90000	0.135	0.03580
1768.25	14.91500	0.155	0.04110
1768.80	14.92800	0.159	0.04220
1769.35	14.94100	0.133	0.03520
1769.90	14.95700	0.122	0.03230
1770.45	14.97400	0.152	0.04010
1771.00	14.98800	0.132	0.03470
1771.55	15.00400	0.141	0.03720
1772.10	15.01800	0.132	0.03490
1772.65	15.03400	0.125	0.03310
1773.20	15.05100	0.125	0.03300
1773.75	15.06700	0.116	0.03060
1774.30	15.08500	0.154	0.04050
1774.85	15.09900	0.111	0.02930
1775.40	15.11800	0.123	0.03240
1775.95	15.13500	0.088	0.02310
1776.50	15.15800	0.108	0.02830
1777.05	15.17800	0.137	0.03600
1777.60	15.19300	0.153	0.04010
1778.15	15.20700	0.139	0.03640
1778.70	15.22200	0.132	0.03440
1779.25	15.23800	0.159	0.04150
1779.80	15.25100	0.083	0.02160
1780.35	15.27700	0.134	0.03500
1780.90	15.29200	0.120	0.03140
1781.45	15.31000	0.132	0.03420
1782.00	15.32600	0.111	0.02890
1782.55	15.34500	0.127	0.03300
1783.10	15.36200	0.115	0.02980
1783.65	15.38000	0.137	0.03560
1784.20	15.39600	0.115	0.02980
1784.75	15.41400	0.127	0.03290
1785.30	15.43100	0.130	0.03360
1785.85	15.44700	0.101	0.02610
1786.40	15.46800	0.089	0.02310
1786.95	15.49200	0.114	0.02960
1787.50	15.51100	0.101	0.02600
1788.05	15.53200	0.113	0.02910
1788.60	15.55100	0.093	0.02400
1789.15	15.57300	0.104	0.02670
1789.70	15.59400	0.136	0.03500
1790.25	15.61000	0.127	0.03260
1790.80	15.62700	0.126	0.03230
1791.35	15.64400	0.146	0.03740
1791.90	15.65800	0.130	0.03330
1792.45	15.67500	0.163	0.04190
1793.00	15.68800	0.133	0.03400
1793.55	15.70400	0.134	0.03440
1794.10	15.72000	0.145	0.03710
1794.65	15.73500	0.120	0.03070
1795.20	15.75300	0.151	0.03850
1795.75	15.76700	0.108	0.02760
1796.30	15.78700	0.124	0.03170
1796.85	15.80400	0.116	0.02950
1797.40	15.82300	0.139	0.03530
1797.95	15.83900	0.125	0.03190
1798.50	15.85600	0.161	0.04090
1799.05	15.86900	0.136	0.03460
1799.60	15.88500	0.168	0.04280
1800.15	15.89800	0.134	0.03410
1800.70	15.91400	0.119	0.03010
1801.25	15.93200	0.135	0.03430
1801.80	15.94800	0.126	0.03180
1802.35	15.96600	0.142	0.03580
1802.90	15.98100	0.107	0.02700
1803.45	16.00200	0.114	0.02870
1804.00	16.02100	0.103	0.02590
1804.55	16.04200	0.171	0.04300
1805.10	16.05500	0.116	0.02920
1805.65	16.07300	0.122	0.03070
1806.20	16.09100	0.161	0.04060
1806.75	16.10500	0.111	0.02780
1807.30	16.12500	0.129	0.03240
1807.85	16.14200	0.104	0.02600
1808.40	16.16300	0.098	0.02460
1808.95	16.18500	0.115	0.02880
1809.50	16.20400	0.131	0.03280
1810.05	16.22100	0.140	0.03500
1810.60	16.23700	0.114	0.02860
1811.15	16.25600	0.127	0.03180
1811.70	16.27300	0.153	0.03830
1812.25	16.28800	0.140	0.03500
1812.80	16.30300	0.104	0.02590
1813.35	16.32500	0.113	0.02810
1813.90	16.34400	0.123	0.03060
1814.45	16.36200	0.123	0.03060
