/* DATA DESCRIPTION:
Citation:	Wolff, Eric William (1999): GRIP Dielectric Profiling (DEP) and Electrical Conductivity (ECM) averaged data [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55092
Related to:	Clausen, Henrik Brink; Hammer, C U; Christensen, John P; Hvidberg, Christine Schøtt; Dahl-Jensen, Dorthe; Legrand, Michel R; Steffensen, Jørgen Peder (1995): 1250 years of global volcanism as revealed by central Greenland ice cores. In: Delmas, R (ed.), Ice Core Studies of Global Biogeochemical cycles, Annecy, France, NATO Advanced Sciences Institutes Series 1, 30, 175-194
	GRIP Members (1993): Climate instability during the last interglacial period recorded in the GRIP ice core. Nature, 364(6434), 203-207, https://doi.org/10.1038/364203a0
	GRIP/GISP (1997): The Greenland Summit Ice Cores CD-ROM GISP2/GRIP. National Snow and Ice Data Center, University of Colorado at Boulder, and World Data Center for Paleoclimatology, National Geophysical Data Center, Boulder Colorado, CD-ROM, https://store.pangaea.de/Projects/GRIP-GISP/grip-gisp.iso
	Moore, J Casey; Mulvaney, Robert; Paren, J G (1989): Dielectric stratigraphy of ice: a new technique for determining total ionic concentrations in polar ice cores. Geophysical Research Letters, 16, 1177-1180, https://doi.org/10.1029/GL016i010p01177
	Moore, J Casey; Paren, J G (1987): A new technique for dielectric logging of Antarctic ice cores. Journal de Physique, 48C, 155-160, https://doi.org/10.1051/jphyscol:1987123
	Moore, J Casey; Wolff, Eric William; Clausen, Henrik Brink; Hammer, C U; Legrand, Michel R; Fuhrer, Katrin (1994): Electrical response of the Summit-Greenland ice core to ammonium, sulphuric acid, and hydrochloric acid. Geophysical Research Letters, 21(7), 565-568, https://doi.org/10.1029/94GL00542
	Taylor, Kendrick C; Hammer, C U; Alley, Richard B; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Gow, A J; Gundestrup, Niels S; Kipfstuhl, Sepp; Moore, J Casey; Waddington, Edwin D (1993): Electrical conductivity measurements from the GISP2 and GRIP Greenland ice cores. Nature, 366(6455), 549-552, https://doi.org/10.1038/366549a0
	Wolff, Eric William; Moore, J Casey; Clausen, Henrik Brink; Hammer, C U (1997): Climatic implications of background acidity and other chemistry derived from electrical studies of the Greenland Ice Core Project ice core. Journal of Geophysical Research: Oceans, 102(C12), 26325-26332, https://doi.org/10.1029/96JC02223
	Wolff, Eric William; Moore, J Casey; Clausen, Henrik Brink; Hammer, C U; Kipfstuhl, Sepp; Fuhrer, Katrin (1995): Long-term changes in the acid and salt concentrations of the Greenland Ice Core Project ice core from electrical stratigraphy. Journal of Geophysical Research: Atmospheres, 100(D8), 16249-16264, https://doi.org/10.1029/95JD01174
Project(s):	Greenland Ice Core Projects (GRIP/GISP/NGRIP) (URI: https://en.wikipedia.org/wiki/Greenland_ice_core_project)
Coverage:	LATITUDE: 72.570000 * LONGITUDE: -37.620000
	DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00
	MINIMUM DEPTH, ice/snow: 138.05 m * MAXIMUM DEPTH, ice/snow: 3021.70 m
Event(s):	GRIP * LATITUDE: 72.570000 * LONGITUDE: -37.620000 * DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00 * ELEVATION: 3232.0 m * Penetration: 3028.8 m * Recovery: 3028.8 m * LOCATION: Greenland * CAMPAIGN: GRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: ISTUK electromechanical drill (ISTUK) (URI: https://icedrill.org/library/new-improved-version-istuk-ice-core-drill)
Comment:	Each data point is an average over a 55 cm interval; data are correted, level changes between 730 and 930 m are believed to be spurious (Wolff, et al., 1995) due to poor temperature correction.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Conductivity, specific [µS/m] (Cond) * PI: Wolff, Eric William (https://orcid.org/0000-0002-5914-8531, ew428@cam.ac.uk) * METHOD/DEVICE: Calculated average/mean values
	Conductivity, electrical, ice (Cond electr) * PI: Wolff, Eric William (https://orcid.org/0000-0002-5914-8531, ew428@cam.ac.uk) * METHOD/DEVICE: Calculated average/mean values * COMMENT: calculated as H+ = 0.03 x I**2; unit=micromol of H+ per kg
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10346 data points
*/
Depth ice/snow [m]	Age [ka BP]	Cond [µS/m]	Cond electr
1662.10	12.696	15.354	0.639
1662.65	12.709	13.733	0.588
1663.20	12.718	27.169	3.264
1663.75	12.730	15.800	0.655
1664.30	12.740	17.712	1.087
1664.85	12.752	17.199	1.153
1665.40	12.764	17.166	0.811
1665.95	12.774	18.252	1.146
1666.50	12.784	24.845	2.609
1667.05	12.795	15.862	0.593
1667.60	12.807	18.749	1.003
1668.15	12.819	23.412	2.884
1668.70	12.833	17.998	0.908
1669.25	12.843	14.086	0.475
1669.80	12.854	11.791	0.122
1670.35	12.868	12.176	0.117
1670.90	12.879	15.404	0.597
1671.45	12.893	12.332	0.197
1672.00	12.906	11.601	0.142
1672.55	12.920	12.425	0.094
1673.10	12.935	10.282	0.040
1673.65	12.952	9.263	0.003
1674.20	12.966	8.956	0.004
1674.75	12.978	10.233	0.047
1675.30	12.996	9.393	0.002
1675.85	13.010	12.750	0.605
1676.40	13.026	10.408	0.121
1676.95	13.039	10.304	0.067
1677.50	13.052	15.951	0.828
1678.05	13.065	10.918	0.113
1678.60	13.079	12.067	0.199
1679.15	13.092	10.951	0.167
1679.70	13.103	12.333	0.399
1680.25	13.115	15.718	1.178
1680.80	13.130	14.100	0.853
1681.35	13.142	11.817	0.712
1681.90	13.153	9.440	0.265
1682.45	13.163	10.615	0.576
1683.00	13.173	10.897	0.387
1683.55	13.185	9.713	0.115
1684.10	13.196	12.208	0.465
1684.65	13.206	12.268	0.387
1685.20	13.217	13.066	0.387
1685.75	13.228	14.030	0.360
1686.30	13.240	12.542	0.364
1686.85	13.249	15.660	0.908
1687.40	13.260	17.746	1.264
1687.95	13.270	15.402	0.802
1688.50	13.282	14.951	0.752
1689.05	13.292	19.735	1.970
1689.60	13.304	16.162	0.839
1690.15	13.314	16.657	1.253
1690.70	13.324	17.760	1.723
1691.25	13.333	16.285	1.502
1691.80	13.341	20.253	2.154
1692.35	13.352	19.687	1.833
1692.90	13.362	18.793	1.488
1693.45	13.372	19.948	2.527
1694.00	13.383	22.024	3.498
1694.55	13.393	23.854	3.442
1695.10	13.403	21.481	2.294
1695.65	13.416	25.962	3.945
1696.20	13.429	26.335	3.801
1696.75	13.442	15.463	0.891
1697.30	13.453	17.400	1.282
1697.85	13.463	16.246	0.964
1698.40	13.474	12.054	0.360
1698.95	13.485	12.843	0.336
1699.50	13.495	13.169	0.542
1700.05	13.505	14.517	1.010
1700.60	13.516	12.494	0.651
1701.15	13.526	13.082	0.948
1701.70	13.537	11.461	0.362
1702.25	13.546	11.804	0.422
1702.80	13.556	12.249	0.440
1703.35	13.567	13.375	0.641
1703.90	13.577	13.846	0.722
1704.45	13.588	11.473	0.414
1705.00	13.598	16.592	1.434
1705.55	13.610	14.085	0.973
1706.10	13.621	19.549	1.913
1706.65	13.631	12.943	0.459
1707.20	13.642	10.165	0.225
1707.75	13.653	12.612	0.549
1708.30	13.665	13.525	0.701
1708.85	13.674	16.469	1.094
1709.40	13.684	15.216	1.115
1709.95	13.696	13.312	0.637
1710.50	13.707	13.684	0.676
1711.05	13.717	12.041	0.382
1711.60	13.727	14.152	1.032
1712.15	13.737	11.913	0.625
1712.70	13.747	13.289	0.733
1713.25	13.757	15.838	1.425
1713.80	13.768	13.332	0.744
1714.35	13.780	12.906	0.687
1714.90	13.790	9.362	0.099
1715.45	13.804	8.193	0.002
1716.00	13.817	9.291	0.003
1716.55	13.834	13.007	0.500
1717.10	13.847	18.001	1.143
1717.65	13.861	14.724	0.511
1718.20	13.875	14.086	0.415
1718.75	13.888	20.818	1.358
1719.30	13.897	15.407	0.675
1719.85	13.908	16.627	0.973
1720.40	13.918	18.379	1.399
1720.95	13.928	18.222	1.110
1721.50	13.938	23.131	1.971
1722.05	13.951	20.657	2.025
1722.60	13.960	21.452	2.109
1723.15	13.972	15.921	0.848
1723.70	13.983	19.586	1.155
1724.25	13.993	18.621	1.546
1724.80	14.004	18.740	1.734
1725.35	14.013	22.079	2.312
1725.90	14.023	19.450	1.948
1726.45	14.035	19.210	2.090
1727.00	14.045	18.122	1.831
1727.55	14.054	20.832	2.355
1728.10	14.064	21.063	2.387
1728.65	14.073	21.253	2.739
1729.20	14.083	16.218	1.298
1729.75	14.092	19.513	1.835
1730.30	14.102	20.596	2.295
1730.85	14.110	20.106	1.726
1731.40	14.120	20.229	1.719
1731.95	14.128	20.717	1.708
1732.50	14.137	21.908	1.836
1733.05	14.146	16.603	1.082
1733.60	14.155	19.055	1.679
1734.15	14.165	20.508	1.511
1734.70	14.174	18.700	1.269
1735.25	14.184	19.466	1.600
1735.80	14.193	16.808	0.985
1736.35	14.202	18.628	1.188
1736.90	14.211	16.453	0.838
1737.45	14.222	17.220	1.059
1738.00	14.231	15.667	0.921
1738.55	14.240	21.562	2.099
1739.10	14.249	18.362	1.555
1739.65	14.258	19.385	1.607
1740.20	14.267	18.383	1.588
1740.75	14.277	18.832	1.610
1741.30	14.286	18.378	1.384
1741.85	14.294	21.859	2.127
1742.40	14.303	19.898	1.720
1742.95	14.311	18.395	1.480
1743.50	14.320	18.363	1.161
1744.05	14.330	21.157	1.530
1744.60	14.338	18.480	1.079
1745.15	14.347	16.322	1.104
1745.70	14.356	15.052	0.849
1746.25	14.364	13.054	0.613
1746.80	14.373	13.148	0.686
1747.35	14.383	13.408	0.799
1747.90	14.391	13.667	0.667
1748.45	14.400	13.497	0.535
1749.00	14.410	15.527	1.048
1749.55	14.420	16.599	1.629
1750.10	14.429	14.599	1.031
1750.65	14.440	9.934	0.219
1751.20	14.449	11.720	0.612
1751.75	14.459	10.213	0.510
1752.30	14.470	9.034	0.190
1752.85	14.481	8.803	0.021
1753.40	14.493	11.004	0.358
1753.95	14.507	8.284	0.002
1754.50	14.520	9.955	0.028
1755.05	14.538	13.623	0.317
1755.60	14.556	10.689	0.004
1756.15	14.574	11.730	0.090
1756.70	14.588	10.229	0.003
1757.25	14.601	11.094	0.003
1757.80	14.617	10.791	0.003
1758.35	14.630	11.821	0.149
1758.90	14.644	10.641	0.003
1759.45	14.660	11.338	0.003
1760.00	14.683	10.752	0.017
1760.55	14.698	9.488	0.002
1761.10	14.712	9.990	0.003
1761.65	14.728	10.026	0.003
1762.20	14.741	10.200	0.003
1762.75	14.755	9.977	0.004
1763.30	14.773	9.726	0.004
1763.85	14.788	10.565	0.012
1764.40	14.803	10.708	0.009
1764.95	14.822	10.409	0.007
1765.50	14.838	10.048	0.002
1766.05	14.852	10.544	0.002
1766.60	14.870	9.473	0.002
1767.15	14.885	9.070	0.003
1767.70	14.900	9.015	0.003
1768.25	14.915	8.982	0.005
1768.80	14.928	9.766	0.002
1769.35	14.941	10.076	0.123
1769.90	14.957	9.020	0.003
1770.45	14.974	9.842	0.002
1771.00	14.988	11.011	0.001
1771.55	15.004	11.217	0.001
1772.10	15.018	10.253	0.003
1772.65	15.034	11.061	0.003
1773.20	15.051	10.631	0.003
1773.75	15.067	10.061	0.002
1774.30	15.085	9.849	0.002
1774.85	15.099	10.667	0.002
1775.40	15.118	10.653	0.104
1775.95	15.135	10.033	0.002
1776.50	15.158	9.705	0.002
1777.05	15.178	9.704	0.002
1777.60	15.193	9.164	0.002
1778.15	15.207	8.825	0.083
1778.70	15.222	8.641	0.001
1779.25	15.238	8.843	0.036
1779.80	15.251	9.410	0.002
1780.35	15.277	8.336	0.003
1780.90	15.292	7.947	0.003
1781.45	15.310	8.448	0.003
1782.00	15.326	9.520	0.003
1782.55	15.345	9.129	0.002
1783.10	15.362	8.710	0.002
1783.65	15.380	8.668	0.002
1784.20	15.396	8.322	0.003
1784.75	15.414	7.541	0.002
1785.30	15.431	7.015	0.002
1785.85	15.447	7.858	0.002
1786.40	15.468	9.472	0.003
1786.95	15.492	9.340	0.003
1787.50	15.511	8.927	0.003
1788.05	15.532	9.222	0.002
1788.60	15.551	10.908	0.002
1789.15	15.573	11.030	0.002
1789.70	15.594	10.134	0.002
1790.25	15.610	10.850	0.003
1790.80	15.627	10.699	0.002
1791.35	15.644	10.052	0.002
1791.90	15.658	10.238	0.003
1792.45	15.675	9.162	0.003
1793.00	15.688	11.135	0.043
1793.55	15.704	10.128	0.002
1794.10	15.720	9.661	0.001
1794.65	15.735	10.397	0.002
1795.20	15.753	9.792	0.002
1795.75	15.767	9.944	0.002
1796.30	15.787	9.798	0.110
1796.85	15.804	9.875	0.003
1797.40	15.823	9.127	0.002
1797.95	15.839	10.144	0.002
1798.50	15.856	9.957	0.002
1799.05	15.869	9.306	0.002
1799.60	15.885	9.262	0.002
1800.15	15.898	9.374	0.002
1800.70	15.914	9.469	0.003
1801.25	15.932	8.691	0.004
1801.80	15.948	9.313	0.004
1802.35	15.966	9.439	0.004
1802.90	15.981	9.487	0.011
1803.45	16.002	9.410	0.010
1804.00	16.021	9.357	0.006
1804.55	16.042	8.180	0.003
1805.10	16.055	9.165	0.002
1805.65	16.073	8.593	0.002
1806.20	16.091	8.333	0.002
1806.75	16.105	9.317	0.002
1807.30	16.125	9.040	0.002
1807.85	16.142	9.529	0.001
1808.40	16.163	9.538	0.002
1808.95	16.185	9.630	0.001
1809.50	16.204	9.126	0.002
1810.05	16.221	9.163	0.002
1810.60	16.237	8.974	0.002
1811.15	16.256	9.244	0.002
1811.70	16.273	8.965	0.003
1812.25	16.288	8.949	0.002
1812.80	16.303	8.907	0.002
1813.35	16.325	9.258	0.002
1813.90	16.344	9.487	0.001
1814.45	16.362	8.875	0.002
1815.00	16.380	8.637	0.002
1815.55	16.394	9.351	0.002
1816.10	16.415	9.524	0.002
1816.65	16.437	8.897	0.002
1817.20	16.455	8.927	0.003
1817.75	16.474	9.552	0.003
1818.30	16.492	9.421	0.002
1818.85	16.509	9.808	0.003
1819.40	16.530	9.827	0.003
1819.95	16.548	11.611	0.002
1820.50	16.572	11.302	0.001
1821.05	16.594	10.156	0.002
1821.60	16.610	10.617	0.002
1822.15	16.625	10.560	0.002
1822.70	16.639	10.601	0.002
1823.25	16.654	10.172	0.002
1823.80	16.670	10.562	0.002
1824.35	16.688	10.333	0.002
1824.90	16.703	8.893	0.002
1825.45	16.720	7.868	0.007
1826.00	16.733	7.815	0.005
1826.55	16.746	8.660	0.004
1827.10	16.763	8.972	0.004
1827.65	16.779	8.152	0.004
1828.20	16.791	9.015	0.003
1828.75	16.807	9.323	0.002
1829.30	16.825	9.461	0.003
1829.85	16.837	9.271	0.002
1830.40	16.854	9.096	0.002
1830.95	16.870	9.076	0.003
1831.50	16.882	9.755	0.002
1832.05	16.898	9.572	0.001
1832.60	16.912	9.310	0.002
1833.15	16.930	9.466	0.002
1833.70	16.942	8.994	0.002
1834.25	16.960	9.050	0.002
1834.80	16.976	8.713	0.002
1835.35	16.992	8.554	0.002
1835.90	17.012	9.606	0.002
1836.45	17.031	9.977	0.002
1837.00	17.050	8.816	0.002
1837.55	17.063	8.700	0.002
1838.10	17.076	9.787	0.002
1838.65	17.090	10.507	0.002
1839.20	17.108	10.400	0.002
1839.75	17.124	10.634	0.002
1840.30	17.144	9.463	0.002
1840.85	17.160	8.712	0.002
1841.40	17.173	8.606	0.003
1841.95	17.192	8.049	0.002
1842.50	17.208	9.208	0.003
1843.05	17.222	9.531	0.003
1843.60	17.236	9.350	0.002
1844.15	17.250	9.217	0.002
1844.70	17.265	10.356	0.002
1845.25	17.283	10.418	0.002
1845.80	17.297	10.732	0.002
1846.35	17.314	10.666	0.002
1846.90	17.331	10.251	0.002
1847.45	17.346	11.100	0.002
1848.00	17.365	10.367	0.002
1848.55	17.381	10.060	0.002
1849.10	17.395	9.624	0.002
1849.65	17.411	8.352	0.002
1850.20	17.425	8.221	0.002
1850.75	17.440	8.722	0.002
1851.30	17.458	9.201	0.002
1851.85	17.478	9.286	0.002
1852.40	17.498	8.254	0.002
1852.95	17.517	9.462	0.002
1853.50	17.537	8.935	0.002
1854.05	17.555	9.270	0.002
1854.60	17.574	8.354	0.002
1855.15	17.586	10.021	0.002
1855.70	17.602	9.805	0.002
1856.25	17.618	9.918	0.002
1856.80	17.634	8.969	0.002
1857.35	17.649	10.981	0.002
1857.90	17.668	10.359	0.002
1858.45	17.687	9.791	0.002
1859.00	17.700	9.641	0.002
1859.55	17.717	10.193	0.002
1860.10	17.733	9.723	0.002
1860.65	17.748	8.760	0.002
1861.20	17.766	8.435	0.002
1861.75	17.780	9.520	0.002
1862.30	17.800	9.792	0.003
1862.85	17.819	8.975	0.002
1863.40	17.834	9.320	0.002
1863.95	17.851	9.196	0.002
1864.50	17.867	10.077	0.002
1865.05	17.884	10.074	0.002
1865.60	17.898	9.263	0.002
1866.15	17.914	8.620	0.002
1866.70	17.928	9.377	0.002
1867.25	17.951	8.607	0.010
1867.80	17.969	8.985	0.002
1868.35	17.988	8.134	0.002
1868.90	18.004	9.129	0.004
1869.45	18.023	8.565	0.002
1870.00	18.041	9.147	0.002
1870.55	18.056	9.446	0.002
1871.10	18.075	9.251	0.002
1871.65	18.093	8.806	0.002
1872.20	18.110	9.911	0.002
1872.75	18.128	9.633	0.002
1873.30	18.152	8.952	0.002
1873.85	18.170	9.499	0.002
1874.40	18.198	9.497	0.002
1874.95	18.214	8.724	0.002
1875.50	18.237	8.568	0.002
1876.05	18.256	7.812	0.002
1876.60	18.273	8.959	0.002
1877.15	18.292	8.686	0.002
1877.70	18.310	9.164	0.002
1878.25	18.330	9.074	0.002
1878.80	18.355	9.354	0.002
1879.35	18.379	10.136	0.002
1879.90	18.399	10.147	0.002
1880.45	18.419	9.867	0.002
1881.00	18.442	10.202	0.001
1881.55	18.463	9.454	0.014
1882.10	18.479	10.248	0.311
1882.65	18.500	8.694	0.002
1883.20	18.521	8.293	0.002
1883.75	18.541	8.619	0.002
1884.30	18.557	9.973	0.002
1884.85	18.579	10.052	0.002
1885.40	18.603	9.711	0.002
1885.95	18.623	9.747	0.002
1886.50	18.647	8.459	0.002
1887.05	18.668	7.831	0.002
1887.60	18.687	7.479	0.002
1888.15	18.711	8.064	0.002
1888.70	18.735	9.093	0.002
1889.25	18.762	8.686	0.002
1889.80	18.784	8.959	0.002
1890.35	18.808	9.167	0.002
1890.90	18.834	10.383	0.002
1891.45	18.853	11.082	0.002
1892.00	18.876	11.047	0.002
1892.55	18.896	10.812	0.002
1893.10	18.914	11.358	0.002
1893.65	18.935	10.414	0.002
1894.20	18.949	10.922	0.002
1894.75	18.972	11.096	0.002
1895.30	18.995	10.891	0.002
1895.85	19.013	10.812	0.002
1896.40	19.036	10.484	0.002
1896.95	19.057	10.440	0.002
1897.50	19.078	10.869	0.002
1898.05	19.101	9.362	0.002
1898.60	19.117	8.933	0.002
1899.15	19.139	9.135	0.002
1899.70	19.169	9.529	0.002
1900.25	19.193	9.797	0.002
1900.80	19.218	9.469	0.002
1901.35	19.243	8.704	0.002
1901.90	19.263	9.594	0.002
1902.45	19.289	7.913	0.002
1903.00	19.312	10.630	0.003
1903.55	19.339	10.899	0.002
1904.10	19.364	10.181	0.002
1904.65	19.384	11.285	0.002
1905.20	19.412	11.073	0.002
1905.75	19.436	11.109	0.002
1906.30	19.462	11.038	0.008
1906.85	19.483	11.200	0.008
1907.40	19.507	11.338	0.007
1907.95	19.532	11.503	0.002
1908.50	19.567	11.095	0.002
1909.05	19.591	11.099	0.002
1909.60	19.618	11.067	0.002
1910.15	19.642	10.664	0.002
1910.70	19.670	11.352	0.002
1911.25	19.704	11.305	0.002
1911.80	19.734	10.489	0.001
1912.35	19.765	9.832	0.002
1912.90	19.787	9.574	0.002
1913.45	19.808	9.528	0.001
1914.00	19.835	9.235	0.002
1914.55	19.862	9.241	0.002
1915.10	19.884	9.463	0.002
1915.65	19.912	9.087	0.002
1916.20	19.942	9.308	0.002
1916.75	19.978	9.808	0.002
1917.30	20.005	9.678	0.002
1917.85	20.033	9.250	0.002
1918.40	20.057	9.567	0.002
1918.95	20.077	11.004	0.002
1919.50	20.098	11.412	0.002
1920.05	20.123	11.451	0.002
1920.60	20.150	11.710	0.002
1921.15	20.173	11.243	0.002
1921.70	20.200	11.227	0.002
1922.25	20.234	10.800	0.002
1922.80	20.258	11.201	0.002
1923.35	20.282	11.333	0.002
1923.90	20.307	10.878	0.002
1924.45	20.336	10.624	0.002
1925.00	20.360	10.540	0.002
1925.55	20.384	10.737	0.002
1926.10	20.406	10.135	0.004
1926.65	20.431	9.985	0.002
1927.20	20.453	10.066	0.001
1927.75	20.476	10.529	0.002
1928.30	20.498	11.221	0.002
1928.85	20.529	10.591	0.002
1929.40	20.557	10.972	0.002
1929.95	20.593	10.858	0.002
1930.50	20.623	9.810	0.002
1931.05	20.648	9.654	0.003
1931.60	20.676	9.538	0.003
1932.15	20.701	10.008	0.003
1932.70	20.725	10.786	0.002
1933.25	20.751	10.074	0.002
1933.80	20.777	9.693	0.002
1934.35	20.799	10.243	0.002
1934.90	20.824	11.466	0.002
1935.45	20.852	11.404	0.002
1936.00	20.890	10.784	0.002
1936.55	20.918	9.945	0.002
1937.10	20.940	9.085	0.002
1937.65	20.960	9.446	0.003
1938.20	20.985	9.438	0.003
1938.75	21.011	9.708	0.003
1939.30	21.039	9.633	0.002
1939.85	21.062	9.183	0.002
1940.40	21.086	8.802	0.002
1940.95	21.106	8.707	0.002
1941.50	21.124	7.710	0.002
1942.05	21.140	7.802	0.002
1942.60	21.159	8.038	0.002
1943.15	21.180	9.150	0.002
1943.70	21.208	9.137	0.002
1944.25	21.233	9.683	0.002
1944.80	21.262	9.573	0.002
1945.35	21.291	10.128	0.002
1945.90	21.325	10.400	0.002
1946.45	21.352	10.195	0.002
1947.00	21.382	10.166	0.002
1947.55	21.407	9.338	0.002
1948.10	21.430	9.954	0.002
1948.65	21.450	9.330	0.002
1949.20	21.466	9.203	0.002
1949.75	21.481	9.135	0.002
1950.30	21.497	8.728	0.002
1950.85	21.517	7.927	0.002
1951.40	21.538	7.780	0.002
1951.95	21.556	8.042	0.002
1952.50	21.584	7.671	0.001
1953.05	21.615	9.228	0.002
1953.60	21.644	9.578	0.002
1954.15	21.669	9.748	0.002
1954.70	21.703	9.750	0.002
1955.25	21.733	11.382	0.001
1955.80	21.766	11.156	0.002
1956.35	21.793	10.929	0.002
1956.90	21.830	11.304	0.002
1957.45	21.874	12.029	0.001
1958.00	21.916	10.494	0.002
1958.55	21.945	11.128	0.001
1959.10	21.978	10.847	0.001
1959.65	22.010	12.484	0.002
1960.20	22.069	11.517	0.002
1960.75	22.109	11.045	0.001
1961.30	22.143	11.167	0.001
1961.85	22.178	11.408	0.001
1962.40	22.213	9.970	0.001
1962.95	22.249	9.838	0.002
1963.50	22.293	10.053	0.001
1964.05	22.344	9.218	0.001
1964.60	22.372	10.118	0.002
1965.15	22.404	9.689	0.002
1965.70	22.438	9.798	0.002
1966.25	22.472	9.313	0.002
1966.80	22.500	9.974	0.002
1967.35	22.528	9.984	0.002
1967.90	22.555	9.922	0.002
1968.45	22.581	10.492	0.002
1969.00	22.610	10.335	0.002
1969.55	22.641	10.136	0.002
1970.10	22.671	9.310	0.002
1970.65	22.692	9.636	0.002
1971.20	22.720	9.341	0.002
1971.75	22.751	8.469	0.002
1972.30	22.772	9.269	0.002
1972.85	22.814	8.925	0.082
1973.40	22.848	10.209	0.001
1973.95	22.878	9.767	0.002
1974.50	22.901	9.775	0.001
1975.05	22.925	12.008	0.001
1975.60	22.961	11.463	0.002
1976.15	22.994	11.452	0.002
1976.70	23.027	11.392	0.002
1977.25	23.054	10.593	0.002
1977.80	23.080	10.318	0.002
1978.35	23.109	9.946	0.002
1978.90	23.130	10.351	0.001
1979.45	23.151	10.788	0.001
1980.00	23.176	11.037	0.001
1980.55	23.204	11.562	0.001
1981.10	23.235	11.250	0.001
1981.65	23.268	11.087	0.001
1982.20	23.295	11.655	0.002
1982.75	23.327	11.453	0.003
1983.30	23.360	10.868	0.003
1983.85	23.389	11.095	0.002
1984.40	23.424	11.967	0.002
1984.95	23.448	11.687	0.002
1985.50	23.476	11.575	0.002
1986.05	23.511	10.288	0.002
1986.60	23.538	11.505	0.002
1987.15	23.578	11.468	0.002
1987.70	23.614	10.977	0.001
1988.25	23.655	10.314	0.001
1988.80	23.693	11.149	0.001
1989.35	23.744	11.434	0.001
1989.90	23.774	10.918	0.001
1990.45	23.814	11.156	0.001
1991.00	23.846	10.551	0.003
1991.55	23.873	12.012	0.002
1992.10	23.908	11.496	0.002
1992.65	23.938	11.321	0.002
1993.20	23.968	11.679	0.002
1993.75	24.000	11.520	0.002
1994.30	24.029	10.501	0.002
1994.85	24.055	10.850	0.002
1995.40	24.088	10.930	0.002
1995.95	24.118	10.819	0.002
1996.50	24.142	11.092	0.002
1997.05	24.168	10.537	0.002
1997.60	24.196	10.638	0.002
1998.15	24.229	11.309	0.002
1998.70	24.256	10.582	0.002
1999.25	24.280	10.876	0.002
1999.80	24.308	10.824	0.003
2000.35	24.347	11.518	0.002
2000.90	24.382	10.299	0.236
2001.45	24.411	10.024	0.002
2002.00	24.439	9.601	0.002
2002.55	24.475	9.537	0.002
2003.10	24.507	8.933	0.002
2003.65	24.539	7.806	0.002
2004.20	24.563	7.649	0.002
2004.75	24.589	8.030	0.002
2005.30	24.632	8.632	0.002
2005.85	24.662	8.983	0.002
2006.40	24.692	8.884	0.002
2006.95	24.723	8.735	0.002
2007.50	24.755	9.453	0.002
2008.05	24.784	9.993	0.002
2008.60	24.810	10.574	0.002
2009.15	24.853	9.513	0.003
2009.70	24.878	10.080	0.003
2010.25	24.905	11.129	0.002
2010.80	24.942	10.213	0.002
2011.35	24.977	9.589	0.002
2011.90	25.002	9.715	0.002
2012.45	25.026	10.455	0.002
2013.00	25.052	9.402	0.002
2013.55	25.078	9.518	0.002
2014.10	25.114	9.782	0.002
2014.65	25.152	10.418	0.002
2015.20	25.178	9.890	0.003
2015.75	25.212	9.768	0.003
2016.30	25.249	9.714	0.003
2016.85	25.284	9.991	0.002
2017.40	25.307	10.464	0.002
2017.95	25.337	9.798	0.003
2018.50	25.358	9.810	0.020
2019.05	25.374	10.234	0.008
2019.60	25.395	9.197	0.004
2020.15	25.414	9.370	0.022
2020.70	25.431	9.265	0.004
2021.25	25.449	10.378	0.006
2021.80	25.469	10.438	0.014
2022.35	25.488	9.966	0.010
2022.90	25.508	12.373	0.589
2023.45	25.524	10.280	0.007
2024.00	25.540	10.529	0.040
2024.55	25.555	11.332	0.135
2025.10	25.571	9.758	0.006
2025.65	25.595	10.884	0.002
2026.20	25.624	10.458	0.002
2026.75	25.655	9.986	0.002
2027.30	25.688	9.481	0.002
2027.85	25.714	10.136	0.002
2028.40	25.748	10.365	0.002
2028.95	25.779	10.138	0.002
2029.50	25.820	10.077	0.003
2030.05	25.855	10.994	0.002
2030.60	25.902	10.991	0.002
2031.15	25.929	11.320	0.002
2031.70	25.966	10.859	0.002
2032.25	26.000	10.627	0.002
2032.80	26.035	10.356	0.001
2033.35	26.062	10.213	0.002
2033.90	26.092	11.086	0.002
2034.45	26.127	10.618	0.001
2035.00	26.165	9.883	0.002
2035.55	26.203	9.499	0.002
2036.10	26.241	9.480	0.002
2036.65	26.271	11.296	0.002
2037.20	26.305	10.533	0.002
2037.75	26.339	9.719	0.002
2038.30	26.359	9.382	0.002
2038.85	26.379	10.142	0.003
2039.40	26.403	9.365	0.003
2039.95	26.421	9.014	0.004
2040.50	26.439	9.049	0.003
2041.05	26.459	9.513	0.003
2041.60	26.477	9.200	0.003
2042.15	26.498	8.848	0.003
2042.70	26.515	8.864	0.004
